1,3.0,2,1
1,2.86,3,0
0,4.0,4,1
0,4.0,4,0
1,4.0,0,1
0,1.0,1,1
0,3.43,3,1
1,3.75,3,0
0,2.76,0,0
1,2.5,3,0
0,3.34,1,0
1,3.5,1,0
1,2.9299999999999997,3,1
0,2.69,1,1
1,3.0999999999999996,2,1
1,3.0,2,1
1,3.01,1,1
1,3.53,1,1
0,2.95,2,1
1,2.9299999999999997,4,0
0,3.05,1,0
0,3.34,2,1
0,3.69,2,1
0,3.51,3,1
0,2.0,2,1
0,2.0,0,1
0,3.8000000000000007,1,0
1,3.04,1,0
0,2.32,1,1
0,3.879999999999999,1,1
1,3.0,0,1
1,3.2,2,0
1,3.0,2,1
1,3.01,0,1
1,3.0,2,1
0,3.08,1,0
0,4.0,3,0
1,3.0,1,1
1,2.52,1,1
0,2.88,3,0
1,3.51,1,0
0,3.0,2,1
0,2.76,1,1
1,2.52,1,1
1,3.0,2,1
0,3.82,4,1
1,3.7,1,1
0,3.2,1,0
0,3.82,4,1
1,3.0,2,0
0,3.74,4,1
0,3.61,1,1
1,2.52,4,0
0,3.3499999999999996,3,1
0,3.33,2,1
0,3.3599999999999994,3,0
0,3.32,1,0
0,1.0,1,1
1,3.01,2,0
0,4.0,1,0
1,3.4000000000000004,2,1
1,3.2,2,1
0,3.61,3,0
0,2.76,0,1
1,2.86,1,0
0,3.51,3,0
0,3.6,3,0
1,3.0,1,1
0,2.0,3,1
1,3.0,3,0
0,3.19,3,1
1,3.0,3,0
0,3.47,1,0
0,4.0,4,0
0,3.8019999999999996,3,1
0,2.6599999999999993,0,1
1,3.0,0,1
1,2.66,3,0
1,3.0,0,1
1,3.35,3,1
0,4.0,3,0
0,3.79,1,1
1,3.23,1,1
0,3.15,1,0
0,3.734,3,1
0,3.6,3,1
1,2.81,1,1
0,3.8,3,1
1,3.0,2,0
1,2.86,3,0
0,4.0,1,1
0,3.32,1,1
1,3.4000000000000004,1,0
0,3.2,1,0
0,3.48,1,1
1,3.0,2,0
0,4.0,2,0
0,3.5,0,1
0,3.01,2,0
0,3.929449999999999,1,0
0,3.9,1,1
0,2.76,4,1
1,2.4000000000000004,3,0
0,3.5500000000000007,2,0
0,3.4000000000000004,2,1
0,3.803000000000001,2,1
0,3.5,1,1
0,3.64,1,0
1,3.0,2,1
1,3.01,1,1
0,2.86,2,1
1,3.01,1,0
1,2.9299999999999997,1,1
0,4.0,3,0
0,3.48,3,1
1,3.0,1,0
0,4.0,1,0
0,4.0,4,0
1,3.51,3,1
0,3.5,3,0
0,3.04,1,0
0,3.58,3,1
1,2.5,1,1
0,3.61,4,1
1,3.0,3,1
0,1.0,0,1
1,3.5,3,1
0,3.6980000000000004,2,1
0,4.0,1,1
0,3.08,2,1
1,3.5,2,0
0,1.0,0,1
0,2.95,2,1
0,1.0,1,1
0,3.879999999999999,2,1
1,2.52,3,1
1,3.5,2,0
0,3.31,3,1
0,3.1,3,1
0,2.6599999999999993,1,0
0,2.69,3,1
0,3.9,3,1
0,2.8370000000000006,2,0
0,3.43,4,0
0,3.74,2,1
0,1.0,1,1
0,3.34,3,1
0,3.36,3,1
1,3.51,1,1
1,3.35,3,0
1,2.55,3,0
1,3.9000000000000004,3,0
0,3.28,1,1
1,3.5,2,1
1,2.52,2,1
1,2.8890000000000002,0,1
0,4.0,3,1
0,3.08,1,1
0,3.803000000000001,3,1
1,3.5,2,1
0,1.0,3,1
0,2.73,3,0
0,3.6,1,0
1,3.0,0,1
0,3.01,1,0
1,3.0,2,1
0,2.95,1,1
1,3.0,0,0
0,3.0999999999999996,2,1
1,3.5,3,1
1,3.0,1,0
0,3.7,1,1
1,3.5,0,1
1,3.0,1,1
1,2.52,2,1
0,3.6180000000000003,1,1
0,3.58,1,1
0,3.58,3,1
1,3.0,1,1
1,2.5,2,0
0,3.04,3,0
0,4.0,3,1
0,3.56,2,1
0,3.29,3,1
0,4.0,1,0
0,3.5500000000000007,1,1
1,3.0,1,1
0,4.0,2,0
1,3.6999999999999993,3,0
0,2.32,1,1
1,3.0,2,0
0,3.58,3,1
0,3.05,3,0
1,3.0,1,1
0,3.5,0,0
0,1.0,3,1
1,3.45,3,1
1,3.0,1,1
0,2.6599999999999993,0,0
0,2.6599999999999993,0,1
1,3.0,1,1
1,2.52,1,1
1,3.67,3,1
1,3.0,0,1
0,2.6599999999999993,0,1
0,3.04,4,0
0,2.95,2,0
0,3.87,3,1
0,3.69,1,1
1,2.52,0,0
0,4.0,2,1
0,3.31,3,0
0,3.4610000000000003,3,1
0,3.6180000000000003,4,1
1,3.0,2,1
1,2.49,3,0
0,3.879999999999999,3,1
0,3.35,1,0
1,3.5,1,1
1,2.9299999999999997,3,0
0,3.22,3,0
0,3.9,2,0
1,3.0,2,1
1,2.55,3,0
0,4.0,4,0
0,4.0,3,0
0,3.3,1,0
1,3.28,1,0
1,3.2,1,1
1,3.9000000000000004,1,0
1,3.07,3,1
0,2.82,3,0
1,3.01,1,1
0,4.0,3,1
0,3.8000000000000007,3,0
0,3.08,1,0
0,2.69,3,0
0,2.8370000000000006,2,1
1,3.5,2,1
0,3.08,2,1
1,3.0,2,0
1,2.94,1,0
1,3.07,1,0
0,2.8370000000000006,3,0
1,3.0,4,0
1,2.5,0,1
1,3.0,0,1
0,4.0,4,1
0,2.91,2,1
1,3.0,2,0
0,4.0,2,1
1,3.5,2,1
0,3.870000000000001,3,1
0,3.29,1,1
1,3.5,2,1
0,4.0,2,1
1,3.0,0,1
0,3.6980000000000004,3,1
0,3.85,2,1
1,3.5,0,1
0,4.0,3,0
0,4.0,1,1
1,3.0,2,0
1,3.0,0,0
0,3.9290000000000003,2,1
0,3.3499999999999996,2,1
1,2.88,3,0
0,4.0,1,0
1,2.52,3,0
0,3.08,4,0
0,3.56,4,0
1,2.86,3,1
0,3.82,1,1
0,3.92,1,1
1,2.86,3,1
0,3.763,3,1
0,3.49,1,0
0,3.32,1,1
0,3.27,1,0
0,4.0,3,1
1,3.5,3,0
0,3.27,1,1
0,3.3,1,1
1,3.0999999999999996,2,0
0,3.5999999999999996,1,0
0,3.35,3,1
0,3.6180000000000003,1,0
0,4.0,1,0
1,2.52,1,1
1,2.9640000000000004,3,1
1,3.0,0,1
0,3.9,0,1
1,3.0,2,0
0,4.0,1,1
1,3.23,3,1
1,3.5,3,1
0,3.08,2,1
1,3.0,2,1
1,3.0,2,1
1,3.0,1,0
0,3.48,3,1
0,3.47,1,1
0,4.0,3,1
1,3.0,0,1
1,3.0,3,1
0,4.0,1,0
0,4.0,3,1
1,3.01,1,0
1,3.43,1,0
0,4.0,3,1
1,3.0,0,1
0,3.38,3,1
1,3.0,2,0
0,1.0,1,1
1,3.67,3,0
1,3.4700000000000006,3,0
0,3.08,3,0
0,3.08,3,1
0,3.69,0,1
0,3.3,3,0
1,3.0999999999999996,1,1
0,4.0,1,1
0,4.0,3,1
0,3.1,1,1
0,3.56,1,0
0,3.9,2,1
0,4.0,1,1
0,3.38,3,1
1,3.67,3,0
